Unq_ID,DataOrigin,TraitName,OLDTrait,LifeStage,Sex,TraitDef,OLDTraitDef,RearTemp,AmbientTemp,TraitValue,OLDTraitValueSI,TraitUnit,OLDTraitUnit,ErrorPosSI,ErrorNegSI,ErrorUnitSI,Replicates,Cohort (n),Labfield,Location ,Genus,Species,Citation,FigureTable,Notes,,,,,,,
249,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,,27,9.222,,days,,,,,5,100,Lab,Florida ,Aedes,albopictus,Westbrook_Thesis_2010,Fig 4-1,,,,,,,,
249,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,,32,8.237,,days,,,,,5,100,Lab,Florida ,Aedes,albopictus,Westbrook_Thesis_2010,Fig 4-1,,,,,,,,
249,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,,22,10.9,,days,,,,,5,100,Lab,Florida ,Aedes,aegypti,Westbrook_Thesis_2010,Fig 4-4,,,,,,,,
249,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,,27,7.36,,days,,,,,5,100,Lab,Florida ,Aedes,aegypti,Westbrook_Thesis_2010,Fig 4-4,,,,,,,,
249,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,,32,6.32,,days,,,,,5,100,Lab,Florida ,Aedes,aegypti,Westbrook_Thesis_2010,Fig 4-4,,,,,,,,
9,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,25,1.09E-06,0.09438,1/s,1/days,,,,3,20,Lab,,Aedes,albopictus,Witwatana_Kittayaong_2006_Med&VetEnt,Fig 1a,,,,,,,,
9,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,37,1.51E-06,0.130508475,1/s,1/days,,,,3,20,Lab,,Aedes,albopictus,Witwatana_Kittayaong_2006_Med&VetEnt,Fig 1b,,,,,,,,
10,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,,25,0.89189,0.89189,probability,NA,,,,3,20,Lab,,Aedes,albopictus,Witwatana_Kittayaong_2006_Med&VetEnt,Fig 2a,,,,,,,,
10,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,,37,0.29833,0.29833,probability,NA,,,,3,20,Lab,,Aedes,albopictus,Witwatana_Kittayaong_2006_Med&VetEnt,Fig 2b,,,,,,,,
11,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,,15,0.625,0.625,probability,NA,,,,4,NA,Lab,North Carolina ,Aedes,albopictus,Teng_Apperson_2000_JMedEnto,Fig 3,,,,,,,,
11,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,,23,0.71226,0.71226,probability,NA,,,,4,NA,Lab,North Carolina ,Aedes,albopictus,Teng_Apperson_2000_JMedEnto,Fig 3,,,,,,,,
11,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,,31,0.80425,0.80425,probability,NA,,,,4,NA,Lab,North Carolina ,Aedes,albopictus,Teng_Apperson_2000_JMedEnto,Fig 3,,,,,,,,
12,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,20,20,0.82684,0.82684,probability,NA,,,,5,30,Lab,Florida ,Aedes,albopictus,Muturi_et_al_2011_JMedEnto,Fig 1a,,,,,,,,
12,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,25,25,0.99407,0.99407,probability,NA,,,,5,30,Lab,Florida ,Aedes,albopictus,Muturi_et_al_2011_JMedEnto,Fig 1a,,,,,,,,
12,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,30,30,0.87459,0.87459,probability,NA,,,,5,30,Lab,Florida ,Aedes,albopictus,Muturi_et_al_2011_JMedEnto,Fig 1a,,,,,,,,
13,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,20,20,0.73097,0.73097,probability,NA,,,,5,30,Lab,Florida ,Culex,restuans,Muturi_et_al_2011_JMedEnto,Fig 1b,,,,,,,,
13,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,25,25,0.70858,0.70858,probability,NA,,,,5,30,Lab,Florida ,Culex,restuans,Muturi_et_al_2011_JMedEnto,Fig 1b,,,,,,,,
13,Erin (vector-borne_disease_data_adjusted),Juvenile Survivorship,pEA,Egg-Adult,,probability that a vector survives from the egg stage to the adult stage,probability that a vector survives from the egg stage to the adult stage,30,30,0.53992,0.53992,probability,NA,,,,5,30,Lab,Florida ,Culex,restuans,Muturi_et_al_2011_JMedEnto,Fig 1b,,,,,,,,
14,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,20,20,7.37E-07,0.06369,1/s,1/days,5.03E-05,5.03E-05,1/s,5,30,Lab,Florida ,Aedes,albopictus,Muturi_et_al_2011_JMedEnto,Table 3,,,,,,,,
14,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,25,25,1.18E-06,0.10163,1/s,1/days,0.000072338,0.000072338,1/s,5,30,Lab,Florida ,Aedes,albopictus,Muturi_et_al_2011_JMedEnto,Table 3,,,,,,,,
14,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,30,30,1.41E-06,0.12151,1/s,1/days,7.72E-05,7.72E-05,1/s,5,30,Lab,Florida ,Aedes,albopictus,Muturi_et_al_2011_JMedEnto,Table 3,,,,,,,,
15,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,20,20,7.42E-07,0.0641,1/s,1/days,6.89E-06,6.89E-06,1/s,5,30,Lab,Florida ,Culex,restuans,Muturi_et_al_2011_JMedEnto,Table 3,,,,,,,,
15,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,25,25,0.000000409,0.03534,1/s,1/days,0.000005144,0.000005144,1/s,5,30,Lab,Florida ,Culex,restuans,Muturi_et_al_2011_JMedEnto,Table 3,,,,,,,,
15,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,30,30,7.33E-07,0.06329,1/s,1/days,3.44E-06,3.44E-06,1/s,5,30,Lab,Florida ,Culex,restuans,Muturi_et_al_2011_JMedEnto,Table 3,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,20,20,15.701,,Days,,,,,,,,,,,,,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,25,25,9.84,,Days,,,,,,,,,,,,,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,30,30,8.23,,Days,,,,,,,,,,,,,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,20,20,15.601,,Days,,,,,,,,,,,,,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,25,25,28.297,,Days,,,,,,,,,,,,,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,30,30,15.8,,Days,,,,,,,,,,,,,,,,,,,,
248,Natcha,Development Time,,,,Time at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Natcha,Egg/Female,egg per female,,,,,25,20,34.43,,eggs/female,,,,,4,,Lab,Florida ,Aedes,aegypti,Muturi 2013,Fig.2,,,,,,,,
237,Natcha,Egg/Female,egg per female,,,,,25,25,34.91,,eggs/female,,,,,4,,Lab,Florida ,Aedes,aegypti,Muturi 2013,Fig.2,,,,,,,,
237,Natcha,Egg/Female,egg per female,,,,,25,30,27.66,,eggs/female,,,,,4,,Lab,Florida ,Aedes,aegypti,Muturi 2013,Fig.2,,,,,,,,
237,Erin (vector-borne_disease_data_adjusted),Egg/Female/Day,TFD,,,number of eggs laid by each gonotrophic cycle over number of females,number of eggs laid by each gonotrophic cycle over number of females,25,15,20,20,eggs/female/day,eggs/cycle,,,,1,1,Lab,La Reunion island,Aedes,albopictus,Delatte_etal_2009_JMedEnto,,,,,,,,,
16,Erin (vector-borne_disease_data_adjusted),Egg/Female/Day,TFD,,,number of eggs laid by each gonotrophic cycle over number of females,number of eggs laid by each gonotrophic cycle over number of females,25,20,5.264,42.63636,eggs/female/day,eggs/cycle,,,,1,11,Lab,La Reunion island,Aedes,albopictus,Delatte_etal_2009_JMedEnto,"Raw Data from Author,cycle divided by average cycle length ",,,,,,,,
16,Erin (vector-borne_disease_data_adjusted),Egg/Female/Day,TFD,,,number of eggs laid by each gonotrophic cycle over number of females,number of eggs laid by each gonotrophic cycle over number of females,25,20,6.395,51.8,eggs/female/day,eggs/cycle,,,,1,5,Lab,La Reunion island,Aedes,albopictus,Delatte_etal_2009_JMedEnto,"Raw Data from Author,cycle divided by average cycle length ",,,,,,,,
16,Erin (vector-borne_disease_data_adjusted),Egg/Female/Day,TFD,,,number of eggs laid by each gonotrophic cycle over number of females,number of eggs laid by each gonotrophic cycle over number of females,25,20,9.877,80,eggs/female/day,eggs/cycle,,,,1,2,Lab,La Reunion island,Aedes,albopictus,Delatte_etal_2009_JMedEnto,"Raw Data from Author,cycle divided by average cycle length ",,,,,,,,
16,Erin (vector-borne_disease_data_adjusted),Egg/Female/Day,TFD,,,number of eggs laid by each gonotrophic cycle over number of females,number of eggs laid by each gonotrophic cycle over number of females,25,20,9.506,77,eggs/female/day,eggs/cycle,,,,1,1,Lab,La Reunion island,Aedes,albopictus,Delatte_etal_2009_JMedEnto,"Raw Data from Author,cycle divided by average cycle length ",,,,,,,,
